component,kind,time,CdA,Hdot,Q,dP,mdot,qdot,state
lox_feed_series/lox_engine_injector,Connection,17.9,1.53e-05,-63952.52854518072,,436776.0830762889,0.48479582496044443,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.9,1.53e-05,-64054.81304987443,,438257.50985372893,0.4856212034966173,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.9,1.53e-05,-64314.97013543672,,441907.23845677037,0.48764297390572264,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.0,1.53e-05,-64558.179597243405,,445337.5097980017,0.489535789309292,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.1,1.53e-05,-64799.372379925364,,448752.33186942467,0.49141284794620566,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.1,1.53e-05,-65112.619020555154,,453182.0445451249,0.4938360422581333,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.2,1.53e-05,-63513.30352980117,,431092.2205570151,0.4816451642924349,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.2,1.53e-05,-63295.44445378313,,428042.20860788046,0.47993363793323074,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.2,1.53e-05,-62955.945425384576,,423367.0611161171,0.477300891908885,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.3,1.53e-05,-62635.56279147898,,418975.3629301389,0.4748143345720667,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.4,1.53e-05,-62320.572290890916,,414680.27675294486,0.4723698589015617,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.4,1.53e-05,-63960.55146253024,,436873.0223267523,0.48484902203104124,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.4,1.53e-05,-64135.10860562114,,439339.6113068114,0.4862195401270223,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.5,1.53e-05,-64383.78701585014,,442831.3189841211,0.48815152956085994,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.6,1.53e-05,-64622.75584702154,,446202.0280161447,0.49000946268579937,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.6,1.53e-05,-64858.774503509405,,449543.87370364123,0.49184458050288205,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.7,1.53e-05,-65091.236408705176,,452847.9406358015,0.4936522767661731,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.7,1.53e-05,-63467.52119627948,,430438.63020292984,0.48127836941772184,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.8,1.53e-05,-63166.790684534346,,426274.21038250765,0.47894002535842184,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.8,1.53e-05,-62778.81846969601,,420961.1079529097,0.4759414318372143,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.9,1.53e-05,-62432.62882933812,,416240.4456109287,0.47326090735414267,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.9,1.53e-05,-63979.29390720076,,437194.2587916918,0.4850303261368024,0.0,1
lox_feed_series/lox_engine_injector,Connection,18.9,1.53e-05,-64055.785065297074,,438312.95442140225,0.4856539098704091,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.0,1.53e-05,-64323.23541705934,,442053.11585724965,0.4877249720659751,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.1,1.53e-05,-64589.006764046455,,445785.51981096243,0.4897830216157294,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.1,1.53e-05,-64870.42766996653,,449750.10567645665,0.4919594672878157,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.2,1.53e-05,-65166.585659409524,,453937.0632577405,0.49424740795189154,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.2,1.53e-05,-63698.09542094572,,433611.71615153924,0.48305093587018366,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.2,1.53e-05,-63473.04326641124,,430458.67021229945,0.48128696079083344,0.0,1
